UUID,a1,a2,a3,a4,a5,a6,pub_type,name,0,0,0,0,0,0,0,0,0,0
540CD189,Charbonneau,0,0,0,0,0,3,%20Comprendre%20le%20nouveau%20nationalisme%20canadien%20:%20le%20Canada%20comme%20idéal%20moral%20politique,0,0,0,0,0,0,0,0,0,0
6D3E7498,Belanger,Nadeau,0,0,0,0,3,%20Lélecteur%20québécois%20et%20les%20partis,0,0,0,0,0,0,0,0,0,0
CB93FC8D,Joanis,0,0,0,0,0,3,%20Les%20politiques%20publiques%20à%20lère%20du%20%20fédéralisme%20flexible%20,0,0,0,0,0,0,0,0,0,0
F0CD34B4,Papillon,0,0,0,0,0,3,%20Vers%20un%20fédéralisme%20postcolonial?%20La%20difficile%20redéfinition%20des%20rapports%20entre%20lÉtat%20canadien%20et%20les%20peuples%20autochtones,0,0,0,0,0,0,0,0,0,0
3B593235,Brock,0,0,0,0,0,3,A%20Comprehensive%20Canadian%20Approach%20to%20the%20Third%20Sector:%20Creative%20Tensions%20and%20Unexpected%20Outcomes,0,0,0,0,0,0,0,0,0,0
03D257F9,Albo,Jenson,0,0,0,0,3,A%20Contested%20Concept:%20The%20Relative%20Autonmy%20of%20the%20State,0,0,0,0,0,0,0,0,0,0
926C9289,Albo,Jenson,0,0,0,0,3,A%20Contested%20Concept:%20The%20Relative%20Autonmy%20of%20the%20State,0,0,0,0,0,0,0,0,0,0
B50818F0,General/Classics,0,0,0,0,0,3,A%20Framework%20for%20Feminist%20Political%20Science,0,0,0,0,0,0,0,0,0,0
C6DC5CB2,Elections%20Canada,0,0,0,0,0,4,A%20History%20of%20the%20Vote%20in%20Canada,0,0,0,0,0,0,0,0,0,0
70B4251F,Carty,Cross,Young,0,0,0,3,A%20New%20Canadian%20Party%20System,0,0,0,0,0,0,0,0,0,0
D61E66E1,Carty,Cross,Young,0,0,0,3,A%20New%20Canadian%20Party%20System,0,0,0,0,0,0,0,0,0,0
669121A7,Carty,Cross,Young,0,0,0,3,A%20New%20Canadian%20Party%20System,0,0,0,0,0,0,0,0,0,0
4FC0942D,Magnusson,Shaw,0,0,0,0,3,A%20Political%20Space:%20Reading%20the%20Global%20through%20Clayoquot%20Sound%20,0,0,0,0,0,0,0,0,0,0
9A6A0F9D,Smith,0,0,0,0,0,4,Abolishing%20the%20Senate:%20The%20NDPs%20Bad%20Idea.,0,0,0,0,0,0,0,0,0,0
C603DC79,Turpel,0,0,0,0,0,3,Aboriginal%20Peoples%20and%20the%20Canadian%20Charter:%20Interpretive%20Monopolies%2C%20Cultural%20Differences,0,0,0,0,0,0,0,0,0,0
DE57C12D,Papillon,0,0,0,0,0,3,Aboriginal%20Peoples%20in%20Quebec,0,0,0,0,0,0,0,0,0,0
68BE8E60,Chartier,0,0,0,0,0,3,Aboriginal%20Rights%20and%20Land%20Issues:%20The%20Metis%20Perspective,0,0,0,0,0,0,0,0,0,0
FE18DCD1,Prince,0,0,0,0,0,3,Absent%20Citizens:%20Disability%20Politics%20and%20Policy%20in%20Canada,0,0,0,0,0,0,0,0,0,0
0E8AC5A7,Clarke,Jenson,Leduc,Pammett,0,0,3,Absent%20Mandate:%20Canadian%20Electoral%20Politics%20in%20an%20Era%20of%20Restructuring,0,0,0,0,0,0,0,0,0,0
F28AE6FE,Kingdon,0,0,0,0,0,3,Agendas%2C%20Alternatives%2C%20and%20Public%20Policies,0,0,0,0,0,0,0,0,0,0
FFA13273,Laforest,0,0,0,0,0,3,Allaire%2C%20Belaner-Campeau%2C%20and%20Proposals%20for%20Renewed%20Federalism,0,0,0,0,0,0,0,0,0,0
C915C0F7,Marland,0,0,0,0,0,3,Amateurs%20versus%20Professionals:%20The%201993%20and%202006%20Canadian%20Federal%20Elections,0,0,0,0,0,0,0,0,0,0
6B081B67,Smiley,0,0,0,0,0,3,An%20Outsiders%20Observations%20of%20Federal—Provincial%20Relations%20Among%20Consenting%20Adults,0,0,0,0,0,0,0,0,0,0
E30DE3B6,Blais,Gidengil,Nadeau,0,0,0,3,Anatomy%20of%20a%20Liberal%20Victory:%20Making%20Sense%20of%20the%202000%20Canadian%20Election,0,0,0,0,0,0,0,0,0,0
867C8ECE,Montpetit,0,0,0,0,0,3,Are%20Interest%20Groups%20Useful%20or%20Harmful?%20,0,0,0,0,0,0,0,0,0,0
9008523C,Montpetit,0,0,0,0,0,3,Are%20Interest%20Groups%20Useful%20or%20Harmful?%20Take%20Two,0,0,0,0,0,0,0,0,0,0
08F05DF6,Montpetit,0,0,0,0,0,3,Are%20Interest%20Groups%20Useful%20or%20Harmful?%20Take%20Two,0,0,0,0,0,0,0,0,0,0
E870B2AB,Finbow,0,0,0,0,0,3,Atlantic%20Canada%20in%20the%20Twenty-First%20Century:%20Prospects%20for%20Regional%20Integration,0,0,0,0,0,0,0,0,0,0
71441605,Ostberg,Wetstein,0,0,0,0,3,Attitudinal%20Decision%20Making%20in%20the%20Supreme%20Court%20of%20Canada,0,0,0,0,0,0,0,0,0,0
6ECEDE06,Ostberg,Wetstein,0,0,0,0,3,Attitudinal%20Decision%20Making%20in%20the%20Supreme%20Court%20of%20Canada,0,0,0,0,0,0,0,0,0,0
A586D966,Supreme%20Court%20of%20Canada,0,0,0,0,0,4,Attorney%20General%20of%20Manitoba%20et%20al.%20v.%20Attorney%20General%20of%20Canada%20et%20al.%20(Patriation%20Reference)%2C%20[1981]%201%20S.C.R.%20753,0,0,0,0,0,0,0,0,0,0
58C6CD44,Kelly,Laforest,0,0,0,0,3,Aux%20sources%20dune%20tradition%20politique.%20Les,0,0,0,0,0,0,0,0,0,0
DBDD7632,Smith,0,0,0,0,0,3,Bagehot%2C%20the%20Crown%20and%20the%20Canadian%20Constitution,0,0,0,0,0,0,0,0,0,0
6424D3C7,Green,0,0,0,0,0,3,Balancing%20Strategies:%20Aboriginal%20Women%20and%20Constitutional%20Rights%20in%20Canada,0,0,0,0,0,0,0,0,0,0
63A05247,Alfred,Corntassel,0,0,0,0,3,Being%20Indigenous:%20Resurgences%20against%20Contemporary%20Colonialism,0,0,0,0,0,0,0,0,0,0
A875940C,Palmater,0,0,0,0,0,3,Beyond%20Blood:%20Rethinking%20Indigenous%20Identity%20,0,0,0,0,0,0,0,0,0,0
87382D67,Flanagan,Alcantara,Le%20Dressay,0,0,0,3,Beyond%20the%20Indian%20Act:%20Restoring%20Aboriginal%20Property%20Rights,0,0,0,0,0,0,0,0,0,0
32150159,Greene,0,0,0,0,0,3,Boardrooms%20and%20Barricades:%20Anti-Poverty%20Organizing%20in%20Canada,0,0,0,0,0,0,0,0,0,0
486A0369,Swinton,0,0,0,0,0,3,Bora%20Laskin%20and%20Federalism,0,0,0,0,0,0,0,0,0,0
DAFBCABB,Marland,0,0,0,0,0,3,Brand%20Command,0,0,0,0,0,0,0,0,0,0
21ACCCC1,Creighton,0,0,0,0,0,4,British%20North%20America%20at%20Confederation,0,0,0,0,0,0,0,0,0,0
8B890320,Stritch,0,0,0,0,0,3,Business%20Associations%20and%20Policy%20Analysis%20in%20Canada,0,0,0,0,0,0,0,0,0,0
D009F08F,Clancy,0,0,0,0,0,3,Business%20Interests%20and%20Civil%20Society%20in%20Canada,0,0,0,0,0,0,0,0,0,0
5E4C78BE,Clancy,0,0,0,0,0,3,Business%20Interests%20and%20Civil%20Society%20in%20Canada,0,0,0,0,0,0,0,0,0,0
2458B7C5,Clancy,0,0,0,0,0,3,Business%20Interests%20and%20Civil%20Society%20in%20Canada,0,0,0,0,0,0,0,0,0,0
17A8E37F,Streeck,0,0,0,0,0,3,Buying%20Time:%20The%20Delayed%20Crisis%20of%20Democratic%20Capitalism,0,0,0,0,0,0,0,0,0,0
BAC4E24E,Campbell,0,0,0,0,0,3,Cabinet%20Committees%20in%20Canada:%20Pressures%20and%20Dysfunctions%20Stemming%20from%20the%20Representational%20Imperative,0,0,0,0,0,0,0,0,0,0
3435ACC1,Young,0,0,0,0,0,3,Can%20Feminists%20Transform%20Party%20Politics?%20The%20Canadian%20Experience,0,0,0,0,0,0,0,0,0,0
8692A7B2,Young,0,0,0,0,0,3,Can%20Feminists%20Transform%20Party%20Politics?%20The%20Canadian%20Experience,0,0,0,0,0,0,0,0,0,0
4491452E,Russell,0,0,0,0,0,3,Canada%20-%20A%20Pioneer%20in%20the%20Management%20of%20Constitutional%20Politics%20in%20a%20Multinational%20Society,0,0,0,0,0,0,0,0,0,0
DAA5A82B,Parliament%20of%20the%20UK,0,0,0,0,0,3,Canada%20Act,0,0,0,0,0,0,0,0,0,0
69F4977C,McRoberts,0,0,0,0,0,4,Canada%20and%20the%20Multinational%20State,0,0,0,0,0,0,0,0,0,0
470CCB64,Banting,0,0,0,0,0,3,Canada%20as%20Counternarrative:%20Multiculturalism%2C%20Recognition%20and%20Redistribution,0,0,0,0,0,0,0,0,0,0
22C8ADD4,Smiley,0,0,0,0,0,3,Canada%20in%20Question:%20Federalism%20in%20the%20Seventies,0,0,0,0,0,0,0,0,0,0
68DEFF04,Bakvis,Wolinetz,0,0,0,0,3,Canada:%20Executive%20Dominance%20and%20Presidentialization,0,0,0,0,0,0,0,0,0,0
F635B70B,Bakvis,Wolinetz,0,0,0,0,3,Canada:%20Executive%20Dominance%20and%20Presidentialization,0,0,0,0,0,0,0,0,0,0
F3B7E68D,Banting,0,0,0,0,0,3,Canada:%20Nation-Building%20in%20a%20Federal%20Welfare%20State,0,0,0,0,0,0,0,0,0,0
966709A2,Banting,0,0,0,0,0,3,Canada:%20Nation-Building%20in%20a%20Federal%20Welfare%20State,0,0,0,0,0,0,0,0,0,0
834FCD35,Galabuzi,0,0,0,0,0,3,Canadas%20Economic%20Apartheid:%20The%20Social%20Exclusion%20of%20Racialized%20Groups%20in%20the%20New%20Century,0,0,0,0,0,0,0,0,0,0
EBEB26AB,Ajzenstat,Romney,Gentiles,0,0,0,3,Canadas%20Founding%20Debates,0,0,0,0,0,0,0,0,0,0
5D6405FE,Ajzenstat,Romney,Gentiles,0,0,0,3,Canadas%20Founding%20Debates,0,0,0,0,0,0,0,0,0,0
B33FFEAE,Borrows,0,0,0,0,0,3,Canadas%20Indigenous%20Constitution,0,0,0,0,0,0,0,0,0,0
1F388569,Jackman,0,0,0,0,0,3,Canadian%20Charter%20Equality%20at%2020:%20Reflections%20of%20a%20Card-Carrying%20Member%20of%20the%20Court%20Party,0,0,0,0,0,0,0,0,0,0
3DB2FCA3,Trebilcock,0,0,0,0,0,3,Canadian%20Competition%20Policy%20in%20Historical%20Perspective,0,0,0,0,0,0,0,0,0,0
ABE37A72,Heard,0,0,0,0,0,3,Canadian%20Constitutional%20Conventions%202ed,0,0,0,0,0,0,0,0,0,0
FB37066C,Heard,0,0,0,0,0,3,Canadian%20Constitutional%20Conventions%202ed,0,0,0,0,0,0,0,0,0,0
F120EDBA,Heard,0,0,0,0,0,3,Canadian%20Constitutional%20Conventions:%20The%20Marriage%20of%20Law%20and%20Politics,0,0,0,0,0,0,0,0,0,0
488A50F0,Papillon,0,0,0,0,0,3,Canadian%20Federalism%20and%20the%20Emerging%20Mosaic%20of%20Aboriginal,0,0,0,0,0,0,0,0,0,0
8BBC2CC8,Bakvis,Skogstad,0,0,0,0,3,Canadian%20Federalism:%20Performance%2C%20Effectiveness%20and%20Legitimacy,0,0,0,0,0,0,0,0,0,0
14862B92,Bakvis,Skogstad,0,0,0,0,3,Canadian%20Federalism.%20Performance%2C%20Effectiveness%20and%20Legitimacy%2C%202nd%20ed,0,0,0,0,0,0,0,0,0,0
06A32257,Bakvis,Skogstad,0,0,0,0,3,Canadian%20Federalism.%20Performance%2C%20Effectiveness%20and%20Legitimacy%2C%203rd%20ed.,0,0,0,0,0,0,0,0,0,0
19484D1A,Salee,0,0,0,0,0,3,Canadian%20Political%20Economy%20and%20the%20Theory%20of%20the%20Contemporary%20State,0,0,0,0,0,0,0,0,0,0
CD5ACEC6,Azoulay,0,0,0,0,0,3,Canadian%20Political%20Parties:%20Historical%20Readings,0,0,0,0,0,0,0,0,0,0
5D4EF20A,Carty,0,0,0,0,0,3,Canadian%20Political%20Party%20Systems,0,0,0,0,0,0,0,0,0,0
68BEA454,Carty,0,0,0,0,0,3,Canadian%20Political%20Party%20Systems,0,0,0,0,0,0,0,0,0,0
71AF0442,Beiner,Norman,0,0,0,0,3,Canadian%20Political%20Philosophy:%20Contemporary%20Reflections,0,0,0,0,0,0,0,0,0,0
2B42C78E,Eidelman,Taylor,0,0,0,0,3,Canadian%20Urban%20Politics:%20Another%20Black%20Hole?”%20,0,0,0,0,0,0,0,0,0,0
64925B36,Hoberg,Banting,Simeon,0,0,0,3,Capacity%20for%20Choice:%20Canada%20in%20a%20New%20North%20America,0,0,0,0,0,0,0,0,0,0
E4E4CF16,Asch,0,0,0,0,0,3,Capital%20and%20Economic%20Development:%20A%20Critical%20Appraisal%20of%20the%20Recommendations%20of%20the%20Mackenzie%20Valley%20Pipeline%20Commission,0,0,0,0,0,0,0,0,0,0
71EE3D87,Kershaw,0,0,0,0,0,3,Carefair:%20Gendering%20Citizenship%20Neoliberal%20Style,0,0,0,0,0,0,0,0,0,0
EFEAB88C,Gidengil,0,0,0,0,0,3,Challenge%20and%20Change:%20Elections%20and%20Voting,0,0,0,0,0,0,0,0,0,0
C2E021E8,Clement,Vosko,0,0,0,0,3,Changing%20Canada,0,0,0,0,0,0,0,0,0,0
5CE4853B,Clement,Vosko,0,0,0,0,3,Changing%20Canada,0,0,0,0,0,0,0,0,0,0
12390365,Clement,Vosko,0,0,0,0,3,Changing%20Canada,0,0,0,0,0,0,0,0,0,0
24BD34C1,Bakker,0,0,0,0,0,3,Changing%20Macroeconomic%20Governance%20and%20Gender%20Orders,0,0,0,0,0,0,0,0,0,0
943C09AC,Massicotte,0,0,0,0,0,3,Changing%20the%20Canadian%20Electoral%20System,0,0,0,0,0,0,0,0,0,0
9B99029D,Bannerji,0,0,0,0,0,3,Charles%20Taylors%20Politics%20of%20Recognition:%20A%20Critique,0,0,0,0,0,0,0,0,0,0
8E3998C7,James,0,0,0,0,0,3,Charter%20as%20Materialist%20Politics,0,0,0,0,0,0,0,0,0,0
91526064,Dobrowolsky,0,0,0,0,0,3,Charter%20Champions?%20Equality%20Backsliding%2C%20the%20Charter%2C%20and%20the%20Courts,0,0,0,0,0,0,0,0,0,0
30528772,Howe,0,0,0,0,0,3,Citizens%20Adrift:%20The%20Democratic%20Disengagement%20of%20Young%20Canadians,0,0,0,0,0,0,0,0,0,0
9B1F33A1,Docherty,0,0,0,0,0,3,Citizens%20and%20Legislators:%20Different%20Views%20on%20Representation,0,0,0,0,0,0,0,0,0,0
033E83D0,Cairns,0,0,0,0,0,3,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State,0,0,0,0,0,0,0,0,0,0
C28E5D14,Cairns,0,0,0,0,0,3,Citizens%20Plus:%20Aboriginal%20Peoples%20and%20the%20Canadian%20State,0,0,0,0,0,0,0,0,0,0
2A648CAB,Kymlicka,0,0,0,0,0,3,Citizenship%2C%20Communities%2C%20and%20Identity%20in%20Canada,0,0,0,0,0,0,0,0,0,0
E1831E1B,Kymlicka,0,0,0,0,0,3,Citizenship%2C%20Communities%2C%20and%20Identity%20in%20Canada,0,0,0,0,0,0,0,0,0,0
4BC44DDB,Wesley,0,0,0,0,0,3,Code%20Politics:%20Campaigns%20and%20Cultures%20on%20the%20Canadian%20Prairies,0,0,0,0,0,0,0,0,0,0
B50122DE,Andrew,0,0,0,0,0,3,Comment%20tenir%20compte%20de%20la%20place%20du%20gouvernement%20municipal%20dans%20la%20formulation%20des%20politiques%20publiques?%20Quand%20les%20géographes%20viennent%20en%20aide%20aux%20politologues,0,0,0,0,0,0,0,0,0,0
934006EB,Pepin,Robarts,0,0,0,0,4,"Commission%20de%20lunité%20canadienne%20(Commission%20Pepin-Robarts),",0,0,0,0,0,0,0,0,0,0
D72B734E,Government%20of%20Canada,0,0,0,0,0,4,Commission%20of%20Inquiry%20into%20the%20Sponsorship%20Program%20and%20Advertising%20Activities,0,0,0,0,0,0,0,0,0,0
309AABC4,Laurendeau,Dunton,0,0,0,0,4,Commission%20royale%20denquête%20sur%20le%20bilinguisme%20et%20le%20biculturalisme%20(Commission,0,0,0,0,0,0,0,0,0,0
E56890FF,Tremblay,0,0,0,0,0,4,Commission%20royale%20denquête%20sur%20les%20problèmes%20constitutionnels%20(Commission,0,0,0,0,0,0,0,0,0,0
A60A65D0,Rowell,Sirois,0,0,0,0,4,Commission%20royale%20des%20relations%20entre%20le%20Dominion%20et%20les%20provinces%20(Commission,0,0,0,0,0,0,0,0,0,0
F0E4CF0D,Clarkson,Banda,0,0,0,0,3,Community%20of%20Law:%20Proposals%20for%20a%20Strategic%20Deal%20with%20the%20United%20States,0,0,0,0,0,0,0,0,0,0
751884FA,Dunn,0,0,0,0,0,3,Comparative%20Provincial%20Politics:%20A%20Review,0,0,0,0,0,0,0,0,0,0
9CBF2156,Bickerton,0,0,0,0,0,3,Competing%20for%20Power:%20Parties%20and%20Elections%20in%20Canada%20(Chapter%20Twelve),0,0,0,0,0,0,0,0,0,0
BCA3826C,Cairns,0,0,0,0,0,3,Conclusion:%20Are%20We%20on%20the%20Right%20Track?,0,0,0,0,0,0,0,0,0,0
11CDCE73,Rayside,Farney,0,0,0,0,3,Conservatism%20in%20Canada,0,0,0,0,0,0,0,0,0,0
F9E21441,Horowitz,0,0,0,0,0,3,Conservatism%2C%20Liberalism%2C%20and%20Socialism%20in%20Canada,0,0,0,0,0,0,0,0,0,0
F0CD7FF7,Government%20of%20Canada,0,0,0,0,0,4,Constitution%20Act%2C%201867,0,0,0,0,0,0,0,0,0,0
4B9A4947,Government%20of%20Canada,0,0,0,0,0,4,Constitution%20Act%2C%201982,0,0,0,0,0,0,0,0,0,0
EB962C0C,Choudhry,0,0,0,0,0,3,Constitutional%20Change%20in%20the%2021st%20Century,0,0,0,0,0,0,0,0,0,0
CCA27C55,Cairns,0,0,0,0,0,3,Constitutional%20Minoritarianism,0,0,0,0,0,0,0,0,0,0
C733BCDE,Gibbins,0,0,0,0,0,3,Constitutional%20Politics%20(Chapter%203)%20,0,0,0,0,0,0,0,0,0,0
216368AB,Russell,0,0,0,0,0,3,Constitutional%20Politics:%20In%20a%20New%20Era%20Canada%20Returns%20to%20Old%20Methods,0,0,0,0,0,0,0,0,0,0
7F9A8791,Aucoin,Bakvis,Jarvis,0,0,0,3,Constraining%20Executive%20Power%20in%20the%20Era%20of%20New%20Political%20Governance,0,0,0,0,0,0,0,0,0,0
BBFEBDB5,Albo,0,0,0,0,0,3,Contesting%20the%20New%20Capitalism,0,0,0,0,0,0,0,0,0,0
48E88B04,Lipset,0,0,0,0,0,3,Continental%20Divide:%20The%20value%20and%20institutions%20of%20the%20United%20States%20and%20Canada,0,0,0,0,0,0,0,0,0,0
1F507187,Lipset,0,0,0,0,0,3,Continental%20Divide:%20The%20value%20and%20institutions%20of%20the%20United%20States%20and%20Canada,0,0,0,0,0,0,0,0,0,0
E7B2A9AA,Michelmann,de%20Clercy,0,0,0,0,3,Continuity%20and%20Change%20in%20Canadian%20Politics:%20Essays%20in%20Honour%20of%20David%20E.%20Smith,0,0,0,0,0,0,0,0,0,0
42A8EEDE,Baier,0,0,0,0,0,3,Courts%20and%20Federalism:%20Judicial%20Doctrine%20In%20the%20United%20States%2C%20Australia%2C%20And%20Callada,0,0,0,0,0,0,0,0,0,0
53B861ED,Baier,0,0,0,0,0,3,Courts%20and%20Federalism:%20Judicial%20Doctrine%20In%20the%20United%20States%2C%20Australia%2C%20And%20Callada,0,0,0,0,0,0,0,0,0,0
369A9C4F,McLachlin,0,0,0,0,0,3,Courts%2C%20Legislatures%20and%20Executives%20in%20the%20Post-Charter%20Era,0,0,0,0,0,0,0,0,0,0
6C7212AA,Jenson,Brodie,0,0,0,0,3,Crisis%2C%20Challenge%20and%20Change:%20Party%20and%20Class%20in%20Canada,0,0,0,0,0,0,0,0,0,0
06F8B5C1,Orsini,Smith,0,0,0,0,3,Critical%20Policy%20Studies,0,0,0,0,0,0,0,0,0,0
0C0E0EC1,Magnusson,0,0,0,0,0,3,Critical%20Social%20Movements:%20De-Centring%20the%20State,0,0,0,0,0,0,0,0,0,0
16F53ED8,Supreme%20Court%20of%20canada,0,0,0,0,0,4,Daniels%20v.%20Canada%20(Indian%20Affairs%20and%20Northern%20Development),0,0,0,0,0,0,0,0,0,0
70330252,Chevrier,0,0,0,0,0,3,De%20la%20république%20en%20Amérique%20française,0,0,0,0,0,0,0,0,0,0
6DDD8C13,Howlett,0,0,0,0,0,3,De-Mythologizing%20Provincial%20Political%20Economies:%20The%20Development%20of%20the%20Service%20Sectors%20in%20the%20Provinces%2C%201911-1991,0,0,0,0,0,0,0,0,0,0
BBA2D85B,Clement,0,0,0,0,0,3,Debates%20and%20Directions:%20A%20Political%20Economy%20of%20Resources,0,0,0,0,0,0,0,0,0,0
0C948EF5,Aitken,0,0,0,0,0,3,Defensive%20Expansionism:%20The%20State%20and%20Economic%20Growth%20in%20Canada,0,0,0,0,0,0,0,0,0,0
D84D4866,Sabetti,0,0,0,0,0,3,Democracy%20and%20Civic%20Culture,0,0,0,0,0,0,0,0,0,0
253C04C4,Albo,0,0,0,0,0,3,Democratic%20Citizenship%20and%20the%20Future%20of%20Public%20Management,0,0,0,0,0,0,0,0,0,0
AA9F880A,Aucoin,Jarvis,Turnbull,0,0,0,3,Democratizing%20the%20Constitution:%20Reforming%20Responsible%20Government,0,0,0,0,0,0,0,0,0,0
3968AFCA,Aucoin,Jarvis,Turnbull,0,0,0,3,Democratizing%20the%20Constitution:%20Reforming%20Responsible%20Government,0,0,0,0,0,0,0,0,0,0
A245B190,Aucoin,Jarvis,Turnbull,0,0,0,3,Democratizing%20the%20Constitution:%20Reforming%20Responsible%20Government,0,0,0,0,0,0,0,0,0,0
FE209020,Panitch,0,0,0,0,0,3,Dependency%20and%20Class%20in%20Canadian%20Political%20Economy,0,0,0,0,0,0,0,0,0,0
AFF7848F,Fowke,0,0,0,0,0,3,Development%20and%20Integration%20of%20the%20National%20Policy,0,0,0,0,0,0,0,0,0,0
52DD8294,Philips,0,0,0,0,0,3,Discourse%2C%20Identity%20and%20Voice:%20Feminist%20Contributions%20to%20Policy%20Studies,0,0,0,0,0,0,0,0,0,0
C014FA85,Philips,0,0,0,0,0,3,Discourse%2C%20Identity%20and%20Voice:%20Feminist%20Contributions%20to%20Policy%20Studies,0,0,0,0,0,0,0,0,0,0
74177AB7,Simeon,Papillon,0,0,0,0,3,Distribution%20of%20Power%20and%20Responsibilities%20in%20Federal%20Countries,0,0,0,0,0,0,0,0,0,0
E4FC80BE,Abu-Laban,0,0,0,0,0,3,Diversity%20in%20Canadian%20Politics,0,0,0,0,0,0,0,0,0,0
866A31F1,Abu-Laban,0,0,0,0,0,3,Diversity%20in%20Canadian%20Politics,0,0,0,0,0,0,0,0,0,0
B9C8D594,Tully,0,0,0,0,0,3,Diversitys%20Gambit%20Declined,0,0,0,0,0,0,0,0,0,0
583E5B21,Courtney,0,0,0,0,0,3,Do%20Conventions%20Matter?,0,0,0,0,0,0,0,0,0,0
6636FEBB,McDougall,0,0,0,0,0,3,Drifting%20together:%20the%20political%20economy%20of%20Canada-US%20integration,0,0,0,0,0,0,0,0,0,0
1E2CFA23,Flanagan,0,0,0,0,0,3,Election%20Campaigns%20under%20Canadas%20Party%20Finance%20Laws,0,0,0,0,0,0,0,0,0,0
6AADA163,Massicotte,0,0,0,0,0,3,Electoral%20Reform%20in%20Canada,0,0,0,0,0,0,0,0,0,0
A158E0CE,Caul,Anderson,0,0,0,0,3,Electoral%20Supply%20and%20Voter%20Turnout,0,0,0,0,0,0,0,0,0,0
FAD70DBE,Panitch,0,0,0,0,0,3,Elites%2C%20Classes%20and%20Power%20in%20Canada,0,0,0,0,0,0,0,0,0,0
91E14055,Panitch,0,0,0,0,0,3,Elites%2C%20Classes%20and%20Power%20in%20Canada,0,0,0,0,0,0,0,0,0,0
BA0E9B53,Panitch,0,0,0,0,0,3,Elites%2C%20Classes%20and%20Power%20in%20Canada,0,0,0,0,0,0,0,0,0,0
023A8636,Panitch,0,0,0,0,0,3,Elites%2C%20Classes%20and%20Power%20in%20Canada,0,0,0,0,0,0,0,0,0,0
D8649F80,Al-Waqfi,Jain,0,0,0,0,3,Employment%20Conditions%20of%20Racial%20Minorities%20in%20Canada:%20How%20Bad%20is%20the%20Problem%20of%20Discrimination,0,0,0,0,0,0,0,0,0,0
E9F64FE1,Johnson,0,0,0,0,0,3,Equality%20or%20Independence,0,0,0,0,0,0,0,0,0,0
FF2B4B1B,Noel,0,0,0,0,0,3,Équilibres%20et%20déséquilibres%20dans%20le%20partage%20des%20ressources%20financières,0,0,0,0,0,0,0,0,0,0
39D309E7,Kymlicka,0,0,0,0,0,3,Equity%20and%20Community:%20The%20Charter%2C%20Interest%20Advocacy%20and%20Representation,0,0,0,0,0,0,0,0,0,0
8D596BFE,Cairns,0,0,0,0,0,3,Ethnicity%2C%20Political%20Science%2C%20and%20the%20Constitution,0,0,0,0,0,0,0,0,0,0
B33B60B0,Kymlicka,0,0,0,0,0,3,Ethnocultural%20Diversity%20in%20a%20Liberal%20State:%20Making%20Sense%20of%20the%20Canadian%20Model,0,0,0,0,0,0,0,0,0,0
0DDB272F,Black,0,0,0,0,0,3,Ethnoracial%20Minorities%20in%20the%2038th%20Parliament:%20Patterns%20of%20Change%20and%20Continuity,0,0,0,0,0,0,0,0,0,0
656DD812,Black,0,0,0,0,0,3,Ethnoracial%20Minorities%20in%20the%2038th%20Parliament:%20Patterns%20of%20Change%20and%20Continuity,0,0,0,0,0,0,0,0,0,0
A47146FD,Bernier,Bronsey,Howlett,0,0,0,3,Executive%20styles%20in%20Canada:%20cabinet%20structures%20and%20leadership%20practices%20in%20Canadian%20government,0,0,0,0,0,0,0,0,0,0
22C6822B,Howell,0,0,0,0,0,3,Executives%20-%20the%20American%20Presidency,0,0,0,0,0,0,0,0,0,0
